,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
BRAND,TYPE MODEL,CC,TRANS,FUEL,TANK CAPT,GVW (Kg),GEAR RATIO,WHEEL & TYRE SIZE,PS / HP,WHEEL BASE,"DIMENSION
P x L xT",SEATER,DRIVE SYS.,,SPEED,DOOR,WHEELS,CBU / CKD,ORIGIN COUNTRY
,FM 65 FM (4X2),7545,MT,D,200,14030,6166,10.00-20-16PR,220,5550,9.405 X 2.410 X 2.710,3,4X2,FR,96,2,6,CKD,INA
,FEB7 LHD (4X2) M/T,7545,MT,D,-,14030,-,-,-,-,-,3,4X2,FR,-,-,-,CKD,INA
,FN 517 ML2 (6X2),7545,MT,D,200,21000,6666,"10,00-20-16PR",220,7190,11.135 X 2.410 X 2.72,3,6X2,FR,96,2,10,CKD,INA
,FN 61 FS  (6X2),-,MT,D,-,21000,-,-,-,-,-,-,6X4,FR,96,2,10,CKD,INA
,FN 61 FL   (6X2),-,MT,D,-,21000,-,-,-,-,-,-,6X4,FR,96,2,10,CKD,INA
,FN 61 FL HD  (6X2),-,MT,D,-,21000,-,-,-,-,-,-,6X4,FR,96,2,10,CKD,INA
,FN 61 FM HD  (6X2),-,MT,D,-,21000,-,-,-,-,-,-,6X4,FR,96,2,10,CKD,INA
,FN 62 F (6X4),-,MT,D,-,21000,-,-,-,-,-,-,6X4,FR,96,2,10,CKD,INA
,FN 62 FL HD (6X4),-,MT,D,-,21000,-,-,-,-,-,-,6X4,FR,96,2,10,CKD,INA
,FN 62 F HD (6X4),-,MT,D,-,21000,-,-,-,-,-,-,6X4,FR,96,2,10,CKD,INA
,FN 62 F TH (6X4),-,MT,D,-,21000,-,-,-,-,-,-,6X4,FR,96,2,10,CKD,INA
,FI 1217 (4X2) M/T,3907,MT,D,160,12700,6330,"8.25-20,16 PR",170,3760,3.760 X 6.035 X 2.225,3,4X2,FR,80,2,6,CBU,India
MERCEDES BENZ - CV,Axor 1623 C,6373,MT,D,260,16000,700 - 0.,"10.00 - 20, Tube-type",231,3600,6230 x  2490 x  2955,2,4X2,FR,90,2,4,CBU,India
,Axor 1623 R / 51,6373,MT,D,255,16000,700 - 0.,"10.00 - 20, Tube-type",231,5100,9130 x  2490 x  2910,2,4X2,FR,90,2,4,CBU,India
,Axor 1623 R / 60,6373,MT,D,255,16000,700 - 0.,"10.00 - 20, Tube-type",231,6000,10475 x  2490 x  2910,2,4X2,FR,90,2,4,CBU,India
,Axor 4028 T,6373,MT,D,380 + 200,16000,.573 - 1.,"11.00 R 20, Tube-type",280,3600,6100 x  2500 x  2905,2,4X2,FR,90,2,4,CBU,India
UD TRUCKS,CKE25042R,7698,MT,D,315,21000,5570,"11,00-20-16PR",250,5200,"8,975 x  2,500 x  3,220",3,4X2,FR,90,2,6,CBU,Thailand
TOTAL,,,,,,,,,,,,,,,,,,,
CUMULATIVE,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
FAW,Tractor Head (DB300TH),7700,MT,D,350,41005,-,-,-,-,-,-,4X2,-,-,2,4,CBU,China
,Tractor Head (FD336TH),9726,MT,D,400,60000,-,-,-,-,-,-,6X4,-,-,2,6,CBU,China
,Tractor Head (FD350TH),8600,MT,D,400,49000,4.44,R20-11.00,350,3150 + 1350,6793 x  2500 x  3450,2,6X4,FR,93,2,10,CBU,China
,Tractor Head (FD420TH),11040,MT,D,500,80000,-,-,-,-,-,-,6X4,-,-,2,6,CBU,China
,Tractor Head (FD420TH/J6),11040,MT,D,500,80000,-,-,-,-,-,-,6X4,-,-,2,6,CBU,China
,Chassis  (FD336CG),9726,MT,D,400,32000,-,-,-,-,-,-,6X4,-,-,2,6,CBU,China
,Chassis  (HD360CG),9726,MT,D,400,38000,-,-,-,-,-,-,8X4,-,-,2,8,CBU,China
,Chassis  (HD380CG),9726,MT,D,400,31000,5.921,R20-12.00,380,860 + 4660 + 13,11823 x  2550 x  2990,2,8X4,FR,76,2,12,CBU,China
,Chassis  (FD280CG),7700,MT,D,300,26000,-,-,-,-,-,-,6X4,-,-,2,6,CBU,China
,Damp Truck (FD336DT),9726,MT,D,400,32000,-,-,-,-,-,-,6X4,-,-,2,6,CBU,China
,Damp Truck (FD340DT),9726,MT,D,400,25000,5.921,R20-12.00,340,4150 + 1350,7843 x  2550 x  2550,2,6X4,FR,76,2,10,CBU,China
,Damp Truck (HD360DT),9726,MT,D,400,38000,-,-,-,-,-,-,8X4,-,-,2,8,CBU,China
,Damp Truck (HD380DT),9726,MT,D,400,31000,5.921,R24-12.00,380,860 + 3910 + 14,9563 x  2550 x  2550,2,8X4,FR,80,2,12,CBU,China
,Damp Truck (FD 280DT),7700,MT,D,300,26000,-,-,-,-,-,-,6X4,-,-,2,6,CBU,China
,Mixer Truck (FD280MT),7700,MT,D,300,26000,-,-,-,-,-,-,6X4,-,-,2,6,CBU,China
HINO,SG 260 TH,7684,MT,D,200,34000,5428,10.00-R20-16 PR,260,3280,5545 x  2490 x  2730,2,4X2,FR,100,2,6,CKD,INA
,SG 285 TH,7684,MT,D,200,38000,5285,10.00-R20-16 PR,285,3280,5545 x  2490 x  2730,2,4X2,FR,106,2,6,CKD,INA
,FL 235 JN,7684,MT,D,200,26000,5857,10.00-20-16 PR,235,4130+1300,8480 x  2460 x  2695,2,6X2,FR,94,2,10,CKD,INA
,FL 245 JN,7684,MT,D,200,26000,6833,11.00-20-16 PR,245,4030+1350,8950 x  2490 x  2785,2,6X2,FR,106,2,10,CKD,INA
,FL 235 JW,7684,MT,D,200,26000,5857,10.00-20-16 PR,235,5760+1300,11275 x  2460 x  2695,2,6X2,FR,94,2,10,CKD,INA
,FL 260 JT,7684,MT,D,200,26000,5857,10.00-20-16 PR,260,4980+1300,9730 x  2450 x  2695,2,6X2,FR,94,2,10,CKD,INA
,FL 265 JT,7684,MT,D,200,26000,5857,11.00-20-16 PR,260,4930+1350,9950 x  2490 x  2780,2,6X2,FR,95,2,10,CKD,INA
,FL 265 JW,7684,MT,D,200,26000,5857,11.00-20-16 PR,265,5830+1350,11950 x  2490 x  2780,2,6X2,FR,97,2,10,CKD,INA
,FL 260 JW,7684,MT,D,200,26000,5857,10.00-20-16 PR,260,5760+1300,11275 x  2460 x  2695,2,6X2,FR,94,2,10,CKD,INA
,FM 245 JD,7684,MT,D,200,26000,5857,10.00-20-16 PR,260,5760+1300,11275 x  2460 x  2695,2,6X2,FR,94,2,10,CKD,INA
,FL 245 JW,7684,MT,D,200,26000,5857,10.00-20-16 PR,235,5760+1300,11275 x  2460 x  2695,2,6X2,FR,94,2,10,CKD,INA
,FM 260 JW,7684,MT,D,200,26000,5857,10.00-20-16 PR,260,5760+1300,11275 x  2450 x  2700,2,6X4,FR,86,2,10,CKD,INA
,FM 260 JD,7684,MT,D,200,26000,6428,10.00-20-16 PR,260,4130+1300,8480 x  2450 x  2700,2,6X4,FR,86,2,10,CKD,INA
,FM 285 JW,7684,MT,D,200,26000,5857,10.00-20-16 PR,285,5760+1300,11225 x  2460 x  2700,2,6X4,FR,94,2,10,CKD,INA
,FM 285 JD,7684,MT,D,200,26000,6142,10.00-20-16 PR,285,4130+1300,8480 x  2460 x  2700,2,6X4,FR,90,2,10,CKD,INA
,FM 260 JM,7684,MT,D,200,26000,6428,10.00-20-16 PR,260,3380+1300,7330 x  2450 x  2700,2,6X4,FR,86,2,10,CKD,INA
,FM 285 JM,7684,MT,D,200,26000,6428,11.00-20-16 PR,285,3280+1350,7445 x  2490 x  2785,2,6X4,FR,88,2,10,CKD,INA
,FM 350 PL,10520,MT,D,200,26000,6428,11.00-20-18 PR,350,3480+1350,7645 x  2490 x  2920,2,6X4,FR,98,2,10,CKD,INA
,FM 350 PD,10520,MT,D,200,26000,5857,11.00-20-18 PR,350,3930+1350,8745 x  2490 x  2920,2,6X4,FR,107,2,10,CKD,INA
,FM 265 TH,7684,MT,D,200,35000,5857,11.00-R20-16 PR,265,3280+1350,6745 x  2495 x  2755,2,6X4,FR,97,2,10,CKD,INA
,FM 285 TH,7684,MT,D,200,38000,5857,11.00-R20-16 PR,285,3280+1350,6745 x  2495 x  2755,2,6X4,FR,97,2,10,CKD,INA
,FG 235 TH,7684,MT,D,200,30000,5857,10.00-20-16 PR,235,3450,5665 x  2475 x  2625,2,4X2,FR,94,2,6,CKD,INA
,FG 245 TH,7684,MT,D,200,32000,6428,10.00-R20-16 PR,245,3280,5485 x  2490 x  2750,2,4X2,FR,110,2,6,CKD,INA
,ZY  - HR,12913,MT,D,330,50000,5.41,12.00 R24,410,1850+3750+150,9290 x  2545 x  3205,2,8X4,FR,99,2,12,CBU,Japan
,GY  350 PU,10520,MT,D,200,33000,5857,11.00-20-16 PR,350,1850+3430+135,9295 x  2490 x  2930,2,8X4,FR,103,2,12,CKD,INA
,ZS4141,12913,MT,D,330,41000,7.21,12.00 R24,410,4145+1500,8245 x  2545 x  3205,2,6X4,FR,75,2,10,CBU,Japan
,SS1E,12913,MT,0,330,41000,7.21,12.00 R24,410,4145+1500,8245 x  2545 x  3205,2,6X4,FR,-,2,-,CBU,Japan
,FM 350 TH,10520,MT,D,200,44000,5428,10.00-20-16 PR,350,3380+1300,6615 x  2495 x  2825,2,6X4,FR,112,2,10,CKD,INA
,FM 360 TH CNG,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,CBU,Thailand
ISUZU,FVZ34 P,7790,MT,D,200,26000,6143,10.00-20-16PR,285,4650+650,"8,365 x  2,450 x  2,860",3,6X4,FR,83,2,10,CKD,INA
,FVZ34 T LWB,7790,MT,D,200,26000,6143,10.00-20-16PR,285,6470+650,"11,555 x  2,450 x  2,860",3,6X4,FR,83,2,10,CKD,INA
,GVZ34K,7790,MT,D,200,26000,6143,10.00-20 16PR,285,4100+650,6865 x  2450 x  2860,3,6X4,FR,83,2,10,CKD,INA
,GVR 34 J HR ABS,7790,MT,D,370,38000,5125,10.00-20 16PR,285,3560,5860 x  2485 x  2920,3,4X2,FR,99,2,6,CKD,INA
,GVZ 34 K HP ABS,7790,MT,D,200,38000,6143,11.00-20 16PR,285,3265+1367,6600 x  2495 x  2925,3,6X4,FR,84,2,10,CKD,INA
,GXZ 60 K ABS,7790,MT,D,200,46000,5571,11.00-20 16PR,345,3265+1370,6600 x  2495 x  2925,3,6X4,FR,107,2,10,CKD,INA
MAN TRUCK,"TGS 40,400 BBS-WW",10500,MT,D,400,80000,6.82 : 1,12.00 R 24,400,3900,7592 X 2476 X 3367,3,6X4,FR,89,2,10,CBU,Germany
,"TGS 40,440 BBS-WW",12500,MT,D,400,120000,6.82 : 1,12.00 R 24,440,3900,7592 X 2476 X 1558,3,6X6,FR,89,2,10,CBU,Germany
,"TGS 41,480 BB-WW",12500,AT,D,400,50000,-,-,-,-,-,-,8X4,FR,-,2,12,CBU,Germany
MERCEDES BENZ - CV,Actros  2553 A,15928,MT,D,300,25000,.722 - 0.,325/95 R 24,530,4430,8290 x  2483 x  3494,2,4X4,FA,85,2,4,CBU,Germany
,Actros  2636 LS,12816,AT,D,290 + 430,26000,.930 - 1.,295/80 R 22.5,360,3900,7550 x  2500 x  3936,2,6X4,FR,85,2,6,CBU,Germany
,Actros  3242 LS,12816,AT,D,290,32000,.930 - 1.,295/80 R 22.5,422,3300,6950 x  2500 x  3723,2,6X4,FR,85,2,6,CBU,Germany
,Actros  3939 K,11946,MT,D,300,40000,.722 - 0.,325/95 R 24,394,3780,7440 x  2487 x  3250,2,6X4,FR,85,2,6,CBU,Germany
,Actros  4048 S,12816,AT,D,390,40000,.722 - 0.,325/95 R 24,476,3850,7550 x  2500 x  3656,2,6X4,FR,85,2,6,CBU,Germany
,Actros  4054 S,15928,MT,D,550,40000,.722 - 0.,325/95 R 24,537,3180,6810 x  2487 x  3230,2,6X4,FR,85,2,6,CBU,Germany
,Arocs  2536 L,12816,AT,D,290,25000,.930 - 1.,295/80 R 22.5,360,5100,10550 x  2500 x  3936,2,6X2,FR,85,2,6,CBU,Germany
,Arocs  2545 A,12816,AT,D,390,25000,.722 - 0.,325/95 R 24,449,4500,8150 x  2500 x  3746,2,4X4,FA,85,2,4,CBU,Germany
,Actros  4843 K,11946,AT,D,400,48000,.722 - 0.,325/95 R 24,428,5480,9288 x  2487 x  3345,2,8X4,FR,85,2,8,CBU,Germany
,Arocs  4845 K,12816,AT,D,390,48000,.722 - 0.,325/95 R 24,449,5700,9960 x  2500 x  3905,2,8X4,FR,85,2,8,CBU,Germany
,Axor 2523 R / 45,6373,MT,D,380,25000,700 - 0.,"10.00 R 20, Tube-type",231,4500,9867 x  2490 x  2935,2,6X2,FR,90,2,6,CBU,India
,Axor 2523 R / 4500 (Bogie),6373,MT,D,380,25000,700 - 0.,"10.00 R 20, Tube-type",231,4500,9867 x  2490 x  2935,2,6X2,FR,90,2,6,CBU,India
,Axor 2523 R / 57,6373,MT,D,380,25000,700 - 0.,"10.00 R 20, Tube-type",231,5700,12000 x  2490 x  2935,2,6X2,FR,90,2,6,CBU,India
,Axor 2523 R / 5700 (Bogie),6373,MT,D,380,25000,700 - 0.,"10.00 R 20, Tube-type",231,5700,12000 x  2490 x  2935,2,6X2,FR,90,2,6,CBU,India
,Axor 2528 R,6373,MT,D,380,25000,.573 - 1.,"10.00 R 20, Tube-type",380,5700,12000 x  2490 x  2955,2,6X2,FR,90,2,6,CKD,INA
,Axor 2528 R / 5700 (Bogie),6373,MT,D,380,25000,.573 - 1.,"10.00 R 20, Tube-type",380,5700,12000 x  2490 x  2935,2,6X2,FR,90,2,6,CBU,India
,Axor 2528 C,6373,MT,D,255,26500,.573 - 1.,"11.00 - 20, Tube-type",280,4200,7840 x  2490 x  2955,2,6X4,FR,90,2,6,CKD,INA
,Axor 2528 CH,6373,MT,D,255,26500,.573 - 1.,"11.00 - 20, Tube-type",280,4200,7840 x  2490 x  2990,2,6X4,FR,60,2,6,CBU,India
,Axor 2528 RMC,6373,MT,D,255,26500,.573 - 1.,"11.00 - 20, Tube-type",280,3600,7460 x  2490 x  2955,2,6X4,FR,90,2,6,CKD,INA
,Axor 4928 T,6373,MT,D,380 + 200,26500,.573 - 1.,"11.00 R 20, Tube-type",280,3300,6940 x  2490 x  3145,2,6X4,FR,90,2,6,CBU,India
,Axor 3340 S,11970,AT,D,455,27500,.639 - 0.,"315/80 R 22.5, Tubeless",401,3300,6900 x  2490 x  3362,2,6X4,FR,90,2,6,CBU,India
,Axor 3336 K,11970,AT,D,330,500 tech,.639 - 0.,"315/80 R 22.5, Tubeless",354,4080,7755 x  2490 x  3232,2,6X4,FR,80,2,6,CBU,India
,Axor 3128 CM,6373,MT,D,240,31000,.573 - 1.,"12 R 20, Tube-type",280,4500,8060 x  2490 x  2785,2,8X4,FR,60,2,8,CBU,India
,Axor 4843 K,11970,AT,D,330,000 tech,.639 - 0.,"12.00 R 24, Tube-type",428,5380,9425 x  2490 x  3490,2,8X4,FR,80,2,8,CBU,India
MITSUBISHI FUSO,FN 527 ML   (6X4),7545,MT,D,200,24800,7500,"10,00-20-16PR",220,5450,8.515 X 2.460 X 2.750,3,6X4,FR,76,2,10,CKD,INA
,FN 527 MS  (6X4),7545,MT,D,200,24800,7500,"10,00-20-16PR",220,5320,8.260 X 2.460 X 2.750,3,6X4,FR,103,2,10,CKD,INA
,FJ 2523 (6X2) M/T,6373,MT,D,380,25000,5875,10/R20/ 16PR,230,7050,11.967X2490X2960,3,6X2,FR,90,2,10,CBU,India
,FZY3W T 6X4 M/T,0,MT,D,0,37000,0,-,0,0,-,0,6X4,FR,0,0,0,CBU,-
SCANIA,P360LA-6X4,13000,MT,D,300,41000,3.42,12.00 R20,360,3300,6900 x  2500 x  2856,2,6X4,FF,12,2,6,CBU,Sw edia
,P360CB-6X4,13000,MT,D,300,41000,7.18,12.00 R24,360,4100,9555 x  2590 x  3052,2,6X4,FF,12,2,6,CBU,Sw edia
,P460LA-6X4,13000,MT,D,300,41000,7.18,12.00 R24,460,3300,6990 x  2500 x  2919,2,6X4,FF,12,2,6,CBU,Sw edia
,P460CA-6X6,13000,MT,D,300,41000,7.18,12.00 R24,460,3300,6990 x  2500 x  2919,2,6X4,FF,12,2,6,CBU,Sw edia
,R620-A6X4,16000,MT,D,1000,47000,7.18,12.00 R24,580,3300,7075 x  2500 x  3725,2,6X4,FF,12,2,6,CBU,Sw edia
,P360CB-6X6,13000,MT,D,300,41000,5.14,12.00 R24,360,4250,9555 x  2500 x  3052,2,6X6,FF,9,2,6,CBU,Sw edia
,P410CB-8X4,13000,MT,D,600,50000,7.18,12.00 R24,410,5500,10910 x  2500 x  3011,2,8X4,FF,12,2,8,CBU,Sw edia
,P410-B8X4,0,0,0,0,0,0,-,0,0,-,0,8X4,-,0,0,0,CBU,Sw edia
,P460-B4X4,0,0,0,0,0,0,-,0,0,-,0,4X4,-,0,0,0,CBU,Sw edia
,P460-B8X4,0,0,0,0,0,0,-,0,0,-,0,8X4,-,0,0,0,CBU,Sw edia
TATA MOTORS,Prima 4028.S NON-AC,6700,MT,D,400,34000,5.85,10.00 R 20 - 16 PR,267,3450,6035 x  2500 x  3287,2,4X2,FR,100,2,6,CBU,India
,Prima 4928.S NON-AC,6700,MT,D,400,34000,6.83,10.00 R 20 - 16 PR,267,3895,6857 x  2500 x  3430,2,6X4,FR,100,2,10,CBU,India
,Prima LX 2528K,6700,MT,D,260,25000,5.58,10 x  20 - 16 PR NT,266,4570,7905 x  2500 x  3130,2,6X4,FR,100,2,10,CBU,India
,Prima 3338.K,8898,MT,D,260,33000,7.246,12R 24,380,5250,8488 x  2590 x  3232,2,8X4,FR,66,2,14,CBU,India
UD TRUCKS,GKE28042T,7698,MT,D,315,37000,5570,"11,00-20-16PR",280,3500,"5,940 x  2,500 x  3,228",3,4X2,FR,90,2,8,CKD,INA
,CDE25062R,7898,MT,D,315,26000,5570,"11,00-20-16PR",250,6970,"11,175 x  2,500 x  3,172",3,6X2,FR,90,2,10,CBU,Thailand
,CDE28062R,7898,MT,D,315,26000,5570,"11,00-20-16PR",280,6970,"11,175 x  2,500 x  3,172",3,6X2,FR,90,2,10,CBU,Thailand
,GDE 28062T,7898,MT,D,315,37000,5570,"11,00-20-16PR",280,4770,"7,055 x  2,500 x  3,224",3,6X2,FR,90,2,10,CBU,Thailand
,CWE28064R,7698,MT,D,315,26000,6170,"11,00-20-16PR",280,5670,"7,375 x  2,500 x  3,348",3,6X4,FR,90,2,10,CKD,INA
,CWE37064R,10837,MT,D,405,34000,5140,"11,00-20-16PR",370,5070,"7,375 x  2,500 x  3,224",3,6X4,FR,90,2,10,CKD,INA
,GWE28064T,7898,MT,D,315,37000,6166,"11,00-20-16PR",280,4770,"7,055 x  2,500 x  3,224",3,6X4,FR,90,2,10,CKD,INA
,GWE33064T,7698,MT,D,315,44000,6170,"11,00-20-16PR",330,4770,"7,055 x  2,500 x  3,224",3,6X4,FR,90,2,10,CKD,INA
,GWE37064T,10837,MT,D,405,49000,5140,"11,00-20-16PR",370,4770,"7,055 x  2,500 x  3,167",3,6X4,FR,90,2,10,CKD,INA
,CGE37084R,10837,MT,D,405,41000,6370,"11,00-20-16PR",370,6970,"11,324 x  2,500 x  3,252",3,8X4,FR,90,2,12,CBU,Thailand
TOTAL,,,,,,,,,,,,,,,,,,,
CUMULATIVE,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
BRAND,MODEL/TYPE,CC,TRANS,FUEL,TANK CAPT,GVW (Kg),GEAR RATIO,WHEEL & TYRE SIZE,PS / HP,WHEEL BASE,"DIMENSION
P x L xT",SEATER,DRIVE SYS.,,SPEED,DOOR,WHEEL,CBU / CKD,ORIGIN COUNTRY
DAIHATSU,New  Ayla 1.0 D,998,MT,G,33,770,4643,175/65R14,65,2450,3600X1600X1520,5,4X2,FF,-,5,4,CKD,INA
,New  Ayla 1.0 D+,998,MT,G,33,785,4485,175/65R14,65,2450,3600X1600X1520,5,4X2,FF,-,5,4,CKD,INA
,New  Ayla 1.0 M MT,998,MT,G,33,785,4485,175/65R14,65,2450,3600X1600X1520,5,4X2,FF,-,5,4,CKD,INA
,New  Ayla 1.0 M AT,998,AT,G,33,785,4485,175/65R14,65,2450,3600X1600X1520,5,4X2,FF,-,5,4,CKD,INA
,New  Ayla 1.0 X MT,998,MT,G,33,785,4485,175/65R14,65,2450,3600X1600X1520,5,4X2,FF,-,5,4,CKD,INA
,New  Ayla 1.0 X AT,998,AT,G,33,785,4485,175/65R14,65,2450,3600X1600X1520,5,4X2,FF,-,5,4,CKD,INA
,New  Ayla 1.0 X MT (Airbag),998,MT,G,33,770,4643,175/65R14,65,2450,3600X1600X1520,5,4X2,FF,-,5,4,CKD,INA
,New  Ayla 1.0 X AT (Airbag),998,AT,G,33,785,4485,175/65R14,65,2450,3600X1600X1520,5,4X2,FF,-,5,4,CKD,INA
,New  Ayla 1.2 X MT (Airbag),1197,MT,G,33,785,4485,175/65R14,65,2450,3600X1600X1520,5,4X2,FF,-,5,4,CKD,INA
,New  Ayla 1.2 X AT (Airbag),1197,AT,G,33,785,4485,175/65R14,65,2450,3600X1600X1520,5,4X2,FF,-,5,4,CKD,INA
,New  Ayla 1.2 R MT (Airbag),1197,MT,G,33,785,4485,175/65R14,65,2450,3600X1600X1520,5,4X2,FF,-,5,4,CKD,INA
,New  Ayla 1.2 R AT (Airbag),1197,AT,G,33,785,4485,175/65R14,65,2450,3600X1600X1520,5,4X2,FF,-,5,4,CKD,INA
,New  Ayla 1.0 D (MC 2020),1197,MT,G,33,785,4485,175/65R14,65,2450,3600X1600X1520,5,4X2,FF,-,5,4,CKD,INA
,New  Ayla 1.0 D+ (MC 2020),1197,AT,G,33,785,4485,175/65R14,65,2450,3600X1600X1520,5,4X2,FF,-,5,4,CKD,INA
,New  Ayla 1.0 X MT (MC 2020),1197,MT,G,33,785,4485,175/65R14,65,2450,3600X1600X1520,5,4X2,FF,-,5,4,CKD,INA
,New  Ayla 1.0 X AT (MC 2020),1197,AT,G,33,785,4485,175/65R14,65,2450,3600X1600X1520,5,4X2,FF,-,5,4,CKD,INA
,New  Ayla 1.2 X MT (MC 2020),1197,MT,G,33,785,4485,175/65R14,65,2450,3600X1600X1520,5,4X2,FF,-,5,4,CKD,INA
,New  Ayla 1.2 X AT (MC 2020),1197,AT,G,33,785,4485,175/65R14,65,2450,3600X1600X1520,5,4X2,FF,-,5,4,CKD,INA
,New  Ayla 1.2 R MT (MC 2020),1197,MT,G,33,785,4485,175/65R14,65,2450,3600X1600X1520,5,4X2,FF,-,5,4,CKD,INA
,New  Ayla 1.2 R AT (MC 2020),1197,AT,G,33,785,4485,175/65R14,65,2450,3600X1600X1520,5,4X2,FF,-,5,4,CKD,INA
,New  Sigra 1.0 D MT,998,MT,G,36,1480,5545,155/80 R13,67,2525,4070X1655X1600,7,4X2,FF,-,5,4,CKD,INA
,New  Sigra 1.0 M MT,998,MT,G,36,1480,5545,175/65 R14,67,2525,4070X1655X1600,7,4X2,FF,-,5,4,CKD,INA
,New  Sigra 1.2 X MT,1197,MT,G,36,1500,5077,175/65 R14,88,2525,4070X1655X1600,7,4X2,FF,-,5,4,CKD,INA
,New  Sigra 1.2 X AT,1197,AT,G,36,1500,4839,175/65 R14,88,2525,4070X1655X1600,7,4X2,FF,-,5,4,CKD,INA
,New  Sigra 1.2 R MT,1197,MT,G,36,1500,5077,175/65 R14,88,2525,4070X1655X1600,7,4X2,FF,-,5,4,CKD,INA
,New  Sigra 1.2 R AT,1197,AT,G,36,1570,4839,175/65 R14,88,2525,4070X1655X1600,7,4X2,FF,-,5,4,CKD,INA
DATSUN,Datsun GO+ D 1.2 MT,1198,MT,G,0,0,0,155/70 R13,0,2450,3995 x  1635 x  1490,5+3,4X2,-,-,-,4,CKD,INA
,Datsun GO+ A  1.2 MT,1198,MT,G,0,0,0,155/70 R13,0,2450,3995 x  1635 x  1490,5+3,4X2,-,-,-,4,CKD,INA
,Datsun GO+ A  1.2 CVT,1198,CVT,G,0,0,0,155/70 R13,0,2450,3995 x  1635 x  1490,5+3,4X2,-,-,-,4,CKD,INA
,Datsun GO+ T 1.2 MT,1198,MT,G,0,0,0,155/70 R13,0,2450,3995 x  1635 x  1490,5+3,4X2,-,-,-,4,CKD,INA
,Datsun GO+ T STYLE 1.2 CVT,1198,CVT,G,0,0,0,155/70 R13,0,2450,3785 x  1635 x  1485,5,4X2,-,-,-,4,CKD,INA
,New  Datsun GO D MT,1198,MT,G,0,0,0,155/70 R13,0,2450,3785 x  1635 x  1485,5,4X2,-,-,-,4,CKD,INA
,New  Datsun GO A  MT,1198,MT,G,0,0,0,155/70 R13,0,2450,3785 x  1635 x  1485,5,4X2,-,-,-,4,CKD,INA
,New  Datsun Go T active MT,1198,MT,G,0,0,0,155/70 R14,0,2450,3785 x  1635 x  1485,6,4X2,-,-,-,4,CKD,INA
,New  Datsun GO T Active CVT,1198,CVT,G,0,0,0,165/70 R14,0,2450,3785 x  1635 x  1485,5,4X2,-,-,-,-,CKD,INA
,Datsun Go Live MT,1198,MT,G,0,0,0,175/65 R16,0,2450,3995 x  1670 x  1560,5,4X2,-,-,-,4,CKD,INA
HONDA,Brio SATYA  S,1198,MT,G,35,960,-,-,88,2345,3610 x  1680 x  1485,5,4X2,FF,-,5,4,CKD,INA
,Brio SATYA  E,1198,MT,G,35,960,-,-,88,2345,3610 x  1680 x  1485,5,4X2,FF,-,5,4,CKD,INA
,Brio SATYA  E,1198,AT,G,35,960,-,-,88,2345,3610 x  1680 x  1485,5,4X2,FF,-,5,4,CKD,INA
SUZUKI,Karimun Wagon R GL,998,MT,G,35,1350,4388,145/80 R13,68,2400,3600 X 1475 X 1700,5,4X2,FF,-,5,4,CKD,INA
,Karimun Wagon R GS,998,MT,G,35,1350,4388,145/80 R13,68,2400,3600 X 1475 X 1700,5,4X2,FF,-,5,4,CKD,INA
,Karimun Wagon R GL,998,AT,G,35,1350,4388,145/80 R13,68,2400,3600 X 1475 X 1700,5,4X2,FF,-,5,4,CKD,INA
,Karimun Wagon R GS,998,AT,G,35,1350,4388,145/80 R13,68,2400,3600 X 1475 X 1700,5,4X2,FF,-,5,4,CKD,INA
TOYOTA,New  Agya 1.0 G,1000,MT,G,33,-,4485,175/65R14,65.3 / 6000,2450,3600X1620X1520,5,4X2,FF,-,5,4,CKD,INA
,New  Agya 1.2 G,1200,MT,G,33,-,4485,175/65R14,65.3 / 6000,2450,3600X1620X1520,5,4X2,FF,-,5,4,CKD,INA
,New  Agya1.2 G AT,1200,AT,G,33,-,4485,175/65R14,65.3 / 6000,2450,3600X1620X1520,5,4X2,FF,-,5,4,CKD,INA
,New  Agya1.2 G TRD AT,1200,AT,G,33,-,4485,175/65R14,65.3 / 6000,2450,3600X1620X1520,5,4X2,FF,-,5,4,CKD,INA
,New  Agya1.2 G TRD,1200,MT,G,33,-,4485,175/65R14,65.3 / 6000,2450,3600X1620X1520,5,4X2,FF,-,5,4,CKD,INA
,New  Agya 1.0 G Mi 2020,998,MT,G,33,-,4485,175/65R14,65.3 / 6000,2450,3600X1620X1520,5,4X2,FF,-,5,4,CKD,INA
,New  Agya 1.0 G A/T Mi 2020,998,AT,G,33,-,4485,175/65R14,65.3 / 6000,2450,3600X1620X1520,5,4X2,FF,-,5,4,CKD,INA
,New  Agya 1.2 G Mi 2020,1197,MT,G,33,-,4485,175/65R14,65.3 / 6000,2450,3600X1620X1520,5,4X2,FF,-,5,4,CKD,INA
,New  Agya 1.2 G A/T Mi 2020,1197,AT,G,33,-,4485,175/65R14,65.3 / 6000,2450,3600X1620X1520,5,4X2,FF,-,5,4,CKD,INA
